talent_id,hero_id,talent_level,talent_name,talent_cooldown,talent_desc
742,33,1,Perfect Storm,0,"Reduces Storm Bolt\'s Mana cost by 25%. Quest: Every time Storm Bolt hits a Hero, increase its damage by 5."
743,33,1,Third Wind,0,"Increases Health Restoration rate to 169 (81 + 4% per level) per second, and raises Health threshold to 50% Health for improved 336 (160 + 4% per level) per second Restoration."
744,33,4,Sledgehammer,0,"Deals 400% damage to Minions, Structures and Mercenaries. Destroys 4 ammo from Structures."
745,33,4,Reverberation,0,Increases the Attack Speed slow from 25% to 50% and the duration from 2.5 seconds to 3 seconds.
746,33,4,Crowd Control,0,Each enemy hit by Thunder Clap reduces its cooldown by 0.75 seconds.
747,33,4,Thunder Burn,0,Thunder Clap leaves a zone on the ground taht explodes after 2 seconds dealing 106 (50 + 4% per level) damage and applying a 25% slow for 2.5 seconds.
748,33,7,Piercing Bolt,0,"Penetrates through the first target hit, hitting 1 additional target."
749,33,7,Landing Momentum,0,Increases your Movement Speed by 25% for 4 seconds upon landing with Dwarf Toss.
750,33,7,Skullcracker,0,Every 3rd Basic Attack against the same target will stun them for 0.25 seconds.
751,33,7,Iron-forged Momentum,0,Basic Attacks reduce your Basic Ability cooldowns by 0.75 seconds.
752,33,10,Avatar,90,"Transform for 20 seconds, gaining 2463 (1169 + 4% per level) Health and causing your Basic Attacks to stun enemies."
753,33,10,Haymaker,40,"Stun target enemy Hero, and wind up a punch dealing 699 (332 + 4% per level) damage and knocking the target back, hitting enemies in the way for 699 (332 + 4% per level) damage and knocking them aside."
754,33,13,Burning Rage,0,Deal 23 damage per second to nearby enemies.
755,33,13,Healing Static,0,Heal for 5% of your Max Health for each target hit by Thunder Clap.
756,33,13,Thunder Strike,0,Thunder Clap deals 300% damage if only one target is hit.
757,33,13,Spell Shield,0,"Upon taking Ability Damage, reduce that damage and further Ability Damage by 50% for 3 seconds. Can only trigger once every 30 seconds."
758,33,16,Dwarf Launch,0,Increases the range and impact radius of Dwarf Toss by 50%.
759,33,16,Heavy Impact,0,Enemies hit by Dwarf Toss are stunned for 0.75 seconds.
760,33,16,Give \'em the Axe!,0,"Attacking a Hero that is slowed, rooted, or stunned increases your Basic Attack damage by 60% for 3 seconds."
761,33,16,Imposing Presence,20,Heroes and Summons that attack you have their Attack Speed slowed by 20% for 2.5 seconds.Activate to slow the Attack Speed by 50% and Movement Speed by 20% of nearby Heroes and Summons for 2.5 seconds.
762,33,16,Stoneform,0,Activate to heal for 40% of your maximum Health over 10 seconds. Second Wind is disabled during this time.
763,33,20,Unstoppable Force,0,"Increases the duration of Avatar by 30%, and the duration of Disables are reduced by 75% while in Avatar."
764,33,20,Grand Slam,0,"Damage of Haymaker increased by 25%, Mana cost lowered by 40, and can store 2 charges."
765,33,20,Hardened Shield,60,Activate to reduce damage taken by 75% for 4 seconds.
766,33,20,Rewind,60,Activate to reset the cooldowns of your Basic Abilities.
767,34,1,Fishtank,0,"Every 5 seconds, reduce the damage taken from the next Hero Basic Attack by 50%. Stores up to 2 charges."
768,34,1,Bubble Breeze,0,Gain 20% Movement Speed while in Safety Bubble.
769,34,1,Assault Egg,0,Health and sight range of Egg increased by 150%.
770,34,1,Bribe,0,"Enemy Minions killed near you grant a stack of Bribe. Use 20 stacks to bribe a Mercenary, instantly defeating them. Does not work on Bosses. Maximum of 100 stacks. If a camp is defeated entirely with Bribe, the camp respawns 50% faster. Current number of Bribe stacks: 1."
771,34,4,Bigger Slime,0,Slime area increased by 30%.
772,34,4,Tufferfish,0,Pufferfish take an additional attack before being disarmed.
773,34,4,Living The Dream,0,"You gain 5% Ability Power. Quest: Every 5 seconds you are alive you gain an additional 1% Ability Power, up to an additional 15%. These stacks are lost on death."
774,34,4,Envenom,0,"Activate to poison an enemy Hero, dealing 352 damage over 10 seconds."
775,34,7,Slime Advantage,0,Your Basic Attacks deal 100% bonus damage to Slimed targets.
776,34,7,Hindering Slime,0,Increases the slow amount of Slime from 20% to 30%.
777,34,7,Compressed Air,0,Area of effect of Pufferfish increased by 50%.
778,34,7,Clairvoyance,0,Activate to reveal an area for 10 seconds. Enemies in the area are revealed for 4 seconds.
779,34,10,March of the Murlocs,0,"Command a legion of Murlocs to march in a target direction, each one leaping onto the first enemy Hero or Structure they find. Each Murloc deals 95 damage and slow its target by 15% for 5 seconds. Does half damage to Structures."
780,34,10,Octo-Grab,0,Summon an octopus to stun target enemy Hero for 3.06 seconds while you hit them for 1 damage a second.
781,34,13,Continuous Slime,0,Decreases the cooldown of Slime from 4 seconds to 3 seconds.
782,34,13,Wrath of Cod,0,Increase Pufferfish\'s damage by 35% against Slimed targets.
783,34,13,Bubble Machine,0,Safety Bubble cooldown reduced by 5 seconds.
784,34,13,Hidden Assault,0,"When you respawn from the Egg, you gain Stealth and 20% Movement Speed for 5.125 seconds."
785,34,16,Slimy End,0,Slime is used on death.
786,34,16,Slimy Pufferfish,0,The Pufferfish casts Slime at its location upon landing.
787,34,16,Rejuvenating Bubble,0,Safety Bubble restores 50% of your Health.
788,34,16,Blood for Blood,0,Activate to deal 10% of target enemy Hero\'s Max Health and heal for twice that amount.
789,34,20,Never-Ending Murlocs,0,Murlocs from March of the Murlocs travel farther and cling to targets for 2 seconds longer.
790,34,20,... And A Shark Too!,0,Increases the damage of Octo-Grab by 13700%.
791,34,20,Rewind,0,Activate to reset the cooldowns of your Basic Abilities.
792,34,20,Bolt of the Storm,0,Activate to teleport to a nearby location.
793,35,1,Widowmakers,0,"Reward:ÿAfter hitting Heroes 100 times with Corpse Spider attacks, their damage is increased by 30%."
794,35,1,Pandemic,0,"Reward:ÿAfter hitting 40 Heroes with Plague of Toads, it spawns 2 additional toads."
795,35,1,Thing of the Deep,0,Passive:ÿIncreases the range of your Basic Abilities by 20%.
796,35,4,Hexed Crawlers,0,Corpse spiders restore 0.75% of your maximum Health and Mana when tey attack an enemy Hero.
797,35,4,Big Voodoo,0,Passive:ÿIncreases the Health and Mana bonuses from Voodoo Ritual by 100%.
798,35,4,Blood Ritual,0,"Passive:ÿIf an enemy dies while poisoned by Voodoo Ritual, restore 2% of your maximum Health and Mana."
799,35,7,Spirit of Arachyr,0,"If your jar of Corpse Spiders hits only 1 enemy, it spawns 2 additional spiders."
800,35,7,Dead Rush,0,Wall of Zombies deals 75% more damage. When it expires up to 5 remaining Zombies uproot and attack nearby enemies for 3 seconds.
801,35,7,Toads of Hugeness,0,"Increase the damage and explosion radius of Plague of Toads by 20% after each hop, up to maximum of 80%."
802,35,10,Gargantuan,70,"Summon a Gargantuan that guards an area for 20 seconds. Deals 331 (158 + 4% per level) damage to nearby enemies when summoned, attacks for 428 (203 + 4% per level) damage, and can be ordered to stomp."
803,35,10,Ravenous Spirit,90,Channel a Ravenous Spirit that deals 412 (196 + 4% per level) damage per second. Cannot move while channeling. Lasts for 8 seconds.
804,35,13,Guardian Toads,0,"Hitting an enemy Hero with Plague of Toads gives 25 Armor for 2 seconds, reducing damage taken by 25%."
805,35,13,Superstition,0,"Gain 50 Spell Armor, taking 50% less damage from Abilities, but lose 30 Physical Armor, taking 30% more damage from Basic Attacks."
806,35,13,Ice Block,60,Active:ÿActivate to place yourself in Stasis and gain Invulnerability for 3 seconds.
807,35,16,Spider Colony,0,Corpse Spiders\' cooldown recharges 100% faster while above 1863 (884 +4% per level) Health.
808,35,16,Ring of Poison,0,"Zombie Wall last 1 second longer, and the center is filled with poison that deals a total of 822 (390 + 4% per level) damage over 4 seconds. This damage starts small and increases over the duration."
809,35,16,Soul Harvest,15,"Active:ÿActivate to increase your Health and Ability Power by 5% for each nearby enemy, up to a maximum of 25%. Lasts 15 seconds."
810,35,20,Humongoid,0,Reduce Gargantuan\'s cooldown by 45 seconds and its mana cost by 50%.
811,35,20,Annihilating Spirit,0,Increases the range of Ravenous Spirit by 50% and Movement Speed by 30%.
812,35,20,Fury of the Storm,0,"Passive:ÿEvery 5 seconds, your next basic attack will deal an additional 91 damage to the target, and 228 damage to all nearby Minions and Mercenaries."
813,35,20,Vile Infection,0,"Reward:ÿAfter reaching 150 stacks of Voodoo Ritual, it can also be applied to Heroes and its damage is increased by 200%."
814,36,1,Advanced Cloaking,0,"While Stealthed, Nova gains 2 Mana per second and 25% movement speed."
815,36,1,Longshot,0,Increases the cast range of Pinning Shot by 30%. Pinning Shot also increases your next Basic Attack range by 30%.
816,36,1,Covert Ops,0,"Increases Pinning Shot\'s slow by 2% for every second that Nova is Cloaked, to a maximum of a 50%. Bonus fades when Nova is un-Cloaked for 1 second."
817,36,4,Remote Delivery,0,Increases Holo Decoy cast range by 100% and its sight range by 50%.
818,36,4,Rapid Projection,0,Reduces Holo Decoy\'s cooldown and Mana cost by 40%.
819,36,4,Holo Stability,0,Increases the duration of Holo Decoy by 120%.
820,36,4,Covert Mission,0,"Enemy minions killed near you grant stacks. Hero Takedowns grant 10 stacks. Use 25 stacks to bribe a mercenary, instantly defeating them. Does not work on Bosses. Maximum 100 stacks. If a camp is defeated entirely with Bribe, the camp respawns 50% faster."
821,36,7,One in the Chamber,0,"After using an ability, your next Basic Attack within 3 seconds deals 80% additional damage."
822,36,7,Anti-Armor Shells,0,"Your Basic Attacks deal 250% damage, but your Attack Speed is proportionally slower."
823,36,7,Snipe Master,0,Hitting an enemy Hero with Snipe permanently increases the damage of Snipe by 15%. Stacks up to 5 times. All stacks are lost if Snipe fails to hit an enemy Hero.
824,36,10,Triple Tap,0,"Locks in on the target Hero, then fires 3 shots that hit the first Hero or Structure they come in contact with for 741 (352 + 4% per level) damage each."
825,36,10,Precision Strike,0,"After a 1.5 second delay, deals 1000 (475 + 4% per level) damage to enemies within an area. Unlimited range."
826,36,13,Double Tap,0,Pinning Shot now has 2 charges.
827,36,13,Psionic Efficiency,0,Removes Snipe\'s Mana cost and increases its range by 10%.
828,36,13,Explosive Round,0,Snipe also deals 50% damage to enemies near the impact.
829,36,16,Perfect Shot,0,Hitting an enemy Hero with Snipereduces the cooldown by 3 seconds.
830,36,16,Crippling Shot,0,"Pinning Shot lowers a Hero\'s Armor by 25 for the duration of the slow, causing them to take 25% increased damage."
831,36,16,Lethal Decoy,0,Holo Decoy does 40% of Nova\'s damage.
832,36,20,Fast Reload,0,Triple Tap\'s cooldown is reset if it kills an enemy Hero.
833,36,20,Precision Barrage,0,Precision Strike holds two charges with a short cooldown.
834,36,20,Rewind,60,Activate to reset the cooldowns of your Basic Abilities.
835,36,20,Ghost Protocol,60,"Activate to gain Stealth and become unrevealable for 2 seconds. You do not lose Stealth from attacking, or using Abilities during this time."
836,37,1,Give Me More!,0,Increases Adrenaline Rush healing by 50%.
837,37,1,Seasoned Marksman,0,"Quest:ÿEvery Minion killed near you grants 0.2 Attack Damage, and Takedowns grant 0.5 Attack Damage. Reward:ÿUpon gaining 40 bonus Attack Damage, you can also activate Seasoned Marksman to increase your Attack Speed by 40% for 3 seconds. 60 second cooldown."
838,37,1,Scouting Drone,45,"Places a Scouting Drone at target location, revealing a large area around it for 45 seconds. This drone cannot be hidden and is killed by enemies with 2 Basic Attacks. Stores up to 2 charges."
839,37,4,Focused Attack,0,"Every 10 seconds, your next Basic Attack against a Hero deals 60% additional damage. Basic Attacks reduce this cooldown by 1 second."
840,37,4,Vigorous Assault,0,Basic Attacks heal for 15% of the damage dealt to the primary target.
841,37,4,Confident Aim,0,Lowers the cooldown of Penetrating Round by 4 seconds if it hits an enemy Hero.
842,37,4,Relentless Leader,0,"Once every 8 seconds, if you are stunned or rooted you knock nearby enemies away and reduce the cooldown of Adrenaline Rush by 15 seconds."
843,37,7,Hamstring Shot,0,Enemies hit by Penetrating Round have a 20% Movement Speed slow for 3 seconds.
844,37,7,Revolution Overdrive,0,Gain 10% Movement Speed while affected by Inspire. Increase this bonus by 5% for each allied Hero nearby when Inspire is cast.
845,37,7,Fight or Flight,0,"Whenever Adrenaline Rush activates it gives 25 Armor, reducing damage taken by 25% for 4 seconds. Adrenaline Rush can also be manually activated."
846,37,7,Puttin\' On a Clinic,0,"Whenever an enemy Minion you have recently damaged is destroyed, your Ability cooldowns are reduced by 1.5 seconds."
847,37,10,Hyperion,0,"Order the Hyperion to make a strafing run dealing 66 damage a second, hitting up to 4 enemies. Also occasionally fires its Yamato Cannon on Structures for 794 damage. Lasts 12 seconds."
848,37,10,Raynor\'s Raiders,0,Summon two Stealthed Banshees that attack an enemy. Each Banshee deals 43.2 damage a second and lasts 22 seconds. Can reactivate the Ability to retarget the Banshees.
849,37,13,Giant Killer,0,Basic Attacks against enemy Heroes deal bonus damage equal to 1.5% of the Hero\'s maximum Health.
850,37,13,Double-Barreled,0,Penetrating Round gains a second charge.
851,37,13,Steel Resolve,0,Increases Inspire\'s duration by 50% and causes Adrenaline Rush to also apply Inspire.
852,37,16,Executioner,0,"Attacking a Hero that is slowed, rooted, or stunned increases your Basic Attack damage by 30% for 3 seconds."
853,37,16,Cluster Round,0,"Penetrating Round damage is increased by 20% for each additional target hit up to 100%, and the width is increased by 50%."
854,37,16,Bullseye,0,The first enemy hit by Penetrating Round is stunned for 1 second.
855,37,20,Scorched Earth,0,"An additional set of lasers blast the ground 5 times per second, dealing 40 damage in an area."
856,37,20,Dusk Wings,0,Banshees remain Stealthed while attacking and fire 50% more frequently.
857,37,20,A Card to Play,0,"Whenever a Hero (ally or enemy) is killed, the cooldown of your Heroic Ability is reduced by 15 seconds."
858,37,20,Nexus Frenzy,0,Increases Attack Speed by 20% and Attack Range by 20%.
859,37,20,Bolt of the Storm,70,Activate to teleport to a nearby location.
860,38,1,Colossal Totem,0,Increases the area and range of Earthbind Totem by 50%.
861,38,1,Electric Charge,0,Increases the radius of Lightning Shield by 25%.
862,38,1,Wolf Run,0,Increases the Movement Speed of Ghost Wolf from 30% to 40%.
863,38,1,Lightning Bond,0,Casting Lightning Shield on an ally also cast an untalented version on you.
864,38,4,Spiritwalker\'s Grace,0,Reduces Chain Heal\'s Mana cost from 65 to 45.
865,38,4,Feral Heart,0,Increases Health and Mana Regeneration by 75% while in Ghost Wolf form.
866,38,4,Stormcaller,0,Reduces Lightning Shield\'s Mana cost from 60 to 35.
867,38,4,Healing Totem,0,Activate to place a Totem that heals allies in an area for 1.95% of their max Health every second for 10 seconds.
868,38,7,Blood and Thunder,0,Ghost Wolf attacks reduce Basic Ability cooldowns by 2 seconds.
869,38,7,Farsight,0,Activate to reveal an area for 10 seconds. Enemies in the area are revealed for 4 seconds.
870,38,7,Cleanse,0,Activate to make target ally Unstoppable for 1 second. Cannot be cast on yourself.
871,38,7,Totemic Projection,0,Reactivate Earthbind Totem to move an existing totem to a new location once.
872,38,10,Ancestral Healing,0,"After 1 second, heal an allied Hero for 1552 Health."
873,38,10,Bloodlust,0,Grant nearby allied Heroes 40% Attack Speed and 25% Movement Speed. Lasts for 8 seconds.
874,38,13,Earth Shield,0,Lightning Shield gives a Shield that absorbs damage equal to 12% of their maximum Health for 3 seconds.
875,38,13,Tidal Waves,0,Reduces Chain Heal\'s cooldown by 1 second for each Hero healed.
876,38,13,Earthliving Enchant,0,"When Chain Heal heals a Hero below 50% Health, they are healed an additional 439 Health over 5 seconds."
877,38,16,Earthgrasp Totem,0,"When Earthbind Totem is first cast, it slows nearby enemies by 90% for 1.5 second."
878,38,16,Hunger of the Wolf,0,Ghost Wolf attacks against Heroes deal an additional 5% of the target\'s maximum Health and heal you for 5% of your maximum Health.
879,38,16,Rising Storm,0,"Every time Lightning Shield damage an enemy Hero, increase that Lightning Shield\'s damage by 10%. Stacks up to 20 times."
880,38,20,Farseer\'s Blessing,0,Increases healing amount by 50%. Allies near the target are healed for 25% of the amount of health regained.
881,38,20,Gladiator\'s War Shout,0,All alies affected by Bloodlust now heal for 30% of their Basic Attack damage done to their primary target.
882,38,20,Rewind,0,Activate to reset the cooldowns of your Basic Abilities.
883,38,20,Storm Shield,0,Activate to give all nearby allied Heroes a Shield for 20% of their max Health for 3 seconds.
884,39,1,Grizzled Bear,0,Misha periodically reduces the damage received from Hero Basic Attacks by 50%. Stores up to 2 charges.
885,39,1,Hunter-Gatherer,0,"Quest: Gathering a Regeneration Globe increases your Health Regeneration by 1 per second, up to 30 per second. Reward: After gathering 30 Globes, Rexxar gains 600 maximum Health."
886,39,1,Survivalist Training,0,Regeneration Globes restore 100% more Mana.
887,39,1,Flare,0,"Fire a flare at an area, revealing it for 5 seconds."
888,39,4,Hungry Bear,0,Misha\'s Basic Attacks heal her for 3.9% of her maximum Health.
889,39,4,Crippling Talons,0,Increases Spirit Swoop\'s slow amount to 40% and its duration to 3 seconds.
890,39,4,Taking Flight,0,"Increases Spirit Swoop\'s range by 20%. If Spirit Swoop hits an enemy Hero, the Mana cost is refunded."
891,39,4,Easy Prey,0,"Increases Misha\'s damage to Minions and Mercenaries by 150%, and reduces the damage Misha takes from Minions and Mercenaries by 50%."
892,39,7,Blood of the Rhino,0,Increases Mend Pet\'s duration by 5 seconds.
893,39,7,Throwing Axes,0,Increases your Basic Attack range by 25%.
894,39,7,Aspect of the Beast,0,"Misha\'s Basic Attacks lower the cooldown of Misha, Charge! by 1.5 seconds."
895,39,7,Bird of Prey,0,Increases Spirit Swoop\'s damage by 200% to non-Heroic enemies.
896,39,10,Bestial Wrath,0,Increases Misha\'s Basic Attack damage by 150% for 12 seconds.
897,39,10,Unleash the Boars,0,"Release a herd of boars that track down all enemy Heroes in a direction, dealing 242 (115 + 4% per level) damage, revealing, and slowing enemies by 40% for 5 seconds."
898,39,13,Wildfire Bear,0,Misha deals 28 damage per second to nearby enemies.
899,39,13,Thrill of the Hunt,0,Your Basic Attacks increase both you and Misha\'s Movement Speed by 25% for 2 seconds.
900,39,13,Bear Necessities,0,"If Misha, Charge! doesn\'t hit an enemy Hero, it can be cast again for free for the next 3 seconds."
901,39,13,Barkskin,0,"Misha takes 50% less damage from Abilities for 5 seconds after using Misha, Charge!"
902,39,16,Critical Care,0,Increases the healing of Mend Pet by 50% while Misha is under 50% health.
903,39,16,Aspect of the Hawk,0,"When Spirit Swoop hits an enemy Hero, you gain 100% Attack Speed for 3 seconds."
904,39,16,Primal Intimidation,0,Enemies that Basic Attack you or Misha have their Attack Speed slowed by 40%.
905,39,16,Feign Death,0,"Fake your death, becoming Invulnerable and untargetable for 5 seconds. During this time you control Misha."
906,39,20,Spirit Bond,0,Increases the duration of Bestial Wrath by 50% and Misha\'s Basic Attacks heal Rexxar for 50% of her damage dealt during Bestial Wrath.
907,39,20,Kill Command,0,Unleash the Boars deals 50% more damage and roots for 1.5 seconds.
908,39,20,Frenzy of Kalimdor,0,"Your Basic Attacks deal 10% more damage, and Misha\'s Basic Attacks slow the target by 20% for 1.25 seconds."
909,39,20,Hardened Skin,0,You and Misha take 75% less damage for 4 seconds.
910,40,1,Advanced Artillery,0,Increase the damage bonus to long distance enemies by 10%.
911,40,1,Resistant,0,"While in Siege Mode, the duration of Silences, Stuns, Slows, and Roots are reduced by 75%."
912,40,1,Ambush,0,"Stealth when entering Siege Mode. Your next Basic Attack from Siege Mode will deal 100% more damage. Lose Stealth when Basic Attacking, using an Ability, taking damage, or returning to Tank Mode."
913,40,1,Regeneration Master,0,"Quest: Gathering a Regeneration Globe increases your Health Regeneration by 1 per second, up to 30. Reward: After gathering 30 Regeneration Globes, you also gain 500 Health."
914,40,4,Vigorous Assault,0,Basic Attacks heal for 15% of the damage dealt to the primary target.
915,40,4,Focused Attack,0,"Every 10 seconds, your next Basic Attack against a Hero deals 75% additional damage. Basic Attacks reduce this cooldown by 1 second."
916,40,4,Excessive Force,0,Double the knock back distance.
917,40,7,Mine Field,0,Increase the number of mines by 2.
918,40,7,Hyper-Cooling Engines,0,Reduce the cooldown of Thrusters by 10 seconds. Thrusters are always active while at the Altar.
919,40,7,First Aid,0,Activate to heal 11.07% of your max Health over 6 seconds.
920,40,10,Blunt Force Gun,0,"Fire a missile across the battlefield, dealing 365 damage to enemies in its path."
921,40,10,Napalm Strike,0,"Deals 164 damage on impact, and leaves a napalm area that deals 50 damage per second. Lasts for 4 seconds."
922,40,13,Giant Killer,0,Basic Attacks against enemy Heroes deal bonus damage equal to 1.5% of the Hero\'s maximum Health.
923,40,13,First Strike,0,Basic Attacks deal 25% more damage if you haven\'t been attacked within the last 5 seconds.
924,40,13,Bullhead Mines,0,Middle Spider Mine knocks target back a short distance.
925,40,13,Barricade,0,Create a wall of path blocking debris for 4 seconds.
926,40,16,Executioner,0,"Basic Attacks deal 40% more damage against slowed, rooted, or stunned targets."
927,40,16,Hover Siege Mode,0,You can move at 50% Movement Speed in Siege Mode.
928,40,16,Graduating Range,0,"While in Siege Mode your standard Basic Attack range increases by 20% every 3 seconds, up to 100%."
929,40,16,Stoneskin,0,Activate to gain 30% of your maximum Health as a Shield for 5 seconds.
930,40,20,Orbital BFG,0,Blunt Force Gun\'s missile orbits the planet every 5 seconds. Only the last missile fired orbits.
931,40,20,Advanced Lava Strike,0,Napalm Strike\'s range is increased by 75% and its impact does 50% more damage.
932,40,20,Fury of the Storm,0,"Every 5 seconds, your next basic attack will deal an additional 91 damage to the target, and 228 damage to all nearby Minions and Mercenaries."
933,40,20,Nexus Frenzy,0,Increases Attack Speed by 20% and Attack Range by 20%.
934,41,1,War Paint,0,Basic Attacks heal you for 30% of the damage dealt.
935,41,1,Block,0,"Every 5 seconds, you can Block a Basic Attack from an enemy Hero reducing its damage by 50%. Stores up to 2 charges."
936,41,1,Shot of Fury,0,Increases your maximum Fury by 50. You can also activate your Trait to gain 50 Fury. Usable while Whirlwinding.
937,41,4,Focused Attack,0,"Every 10 seconds, your next Basic Attack against a Hero deals 75% additional damage. Basic Attacks reduce this cooldown by 1 second."
938,41,4,Shattered Ground,0,Increases Seismic Slam splash damage to 75% of primary target damage.
939,41,4,Hurricane,0,Reduces the cooldown of Whirlwind by 1 second and Whirlwind removes all slows and roots on Sonya.
940,41,4,Mercenary Lord,0,Non-Boss Mercenaries near your hero deal 50% more damage. Reduces damage taken from Minions and Mercenaries by 50%.
941,41,7,Poisoned Spear,0,Ancient Spear deals an additional 75% damage over 4 seconds.
942,41,7,Composite Spear,0,Increases the range of Ancient Spear by 30% and increases Fury generated by 20.
943,41,7,Follow Through,0,"After using an ability, your next Basic Attack within 6 seconds deals 40% additional damage."
944,41,7,Ferocious Healing,0,Consume 20 Fury to heal 10.15% of your maximum Health.Usable while Whirlwinding.
945,41,10,Leap,0,"Leap into the air, dealing 123 damage to nearby enemies, and stunning them for 1.5 seconds."
946,41,10,Wrath of the Berserker,0,"Increase damage dealt by 40%. Reduce the duration of silences, stuns, slows, roots, and polymorphs against you by 50%. Lasts 15 seconds, and extends by 1 second for every 10 Fury gained."
947,41,13,Life Funnel,0,"Increases the healing of Whirlwind to 30%, tripled versus Heroes."
948,41,13,Aftershock,0,Using Seismic Slam reduces its Fury cost by 50% for 2 seconds.
949,41,13,Mystical Spear,0,Reduces the cooldown of Ancient Spear by 3 seconds. You are pulled to the target location even if you don\'t hit an enemy.
950,41,13,Spell Shield,0,"Upon taking Ability Damage, reduce that damage and further Ability Damage by 50% for 3 seconds. Can only trigger once every 30 seconds."
951,41,16,Furious Blow,0,"Increases Seismic Slam damage by 50%, but costs 40 Fury."
952,41,16,No Escape,0,Increases the Movement Speed bonus from using Basic and Heroic Abilities to 25%.
953,41,16,Imposing Presence,0,Enemies that attack you have their Attack Speed slowed by 40%.
954,41,16,Nerves of Steel,0,Activate to gain 30% of your maximum Health as a Shield for 5 seconds. Usable while Whirlwinding.
955,41,20,Arreat Crater,0,Leap leaves behind an impassable crater for 5 seconds. Reduces Leap\'s cooldown by 20 seconds.
956,41,20,Anger Management,0,Increases all Fury generated during Wrath of the Berserker by 100%.
957,41,20,Nexus Blades,0,Basic Attacks deal 20% more damage and slow enemy Movement Speed by 20% for 1 second.
958,41,20,Ignore Pain,0,Activate to reduce damage taken by 75% for 4 seconds. Usable while Whirlwinding.
959,42,1,Chew Your Food,0,Using Devour also heals you for 9.555% of your max Health over 3.06 seconds.
960,42,1,Dampen Magic,0,"Upon taking Ability Damage, reduce that damage and further Ability Damage by 50% for 1.5 seconds. Can only trigger once every 8 seconds."
961,42,1,Hungry for More,0,Collecting Regeneration Globes permanently increases your maximum Health by 30.
962,42,1,Heavy Slam,0,Slam damage increased by 50%
963,42,4,Amplified Healing,0,Increases regeneration effects and all healing received by 30%.
964,42,4,Mercenary Lord,0,Non-Boss Mercenaries near your hero deal 50% more damage. Reduces damage taken from Minions and Mercenaries by 50%.
965,42,4,Vile Cleaver,0,Basic Attacks create a cloud of Vile Gas on the target.
966,42,4,Putrid Ground,0,Enemies hit by Slam are infected with Vile Gas.
967,42,7,Savor the Flavor,0,Using Devour on an enemy Hero permanently increases your Health Regeneration by 2 per second.
968,42,7,Last Bite,0,"If an enemy dies within 3 seconds of being damaged by Devour, its cooldown is reduced by 12 seconds."
969,42,7,Tenderizer,0,Basic Attacks slow enemy Movement Speed by 25% for 1.5 seconds.
970,42,7,Toxic Gas,0,Increases Vile Gas radius by 102.5% and the duration of the effect by 1 second.
971,42,10,Putrid Bile,0,"Emit bile that deals 37 damage per second to enemies within, slowing them by 35%. You gain 20% Movement Speed while emitting bile. Lasts 8 seconds."
972,42,10,Gorge,0,"Consume an enemy Hero, trapping them for 4 seconds. When Gorge ends, the enemy Hero takes 274 damage. The trapped Hero cannot move or act and doesn\'t take damage from other sources. Cannot be used on massive Heroes."
973,42,13,Relentless,0,"Reduces the duration of silences, stuns, slows, and roots against your Hero by 50%."
974,42,13,Mega Smash,0,Range and arc of Slam increased by 25%.
975,42,13,Indigestion,0,Using Devour also creates a Retchling that applies Vile Gas Poison when it attacks.
976,42,13,Helping Hand,0,"Hook can also pull allied Heroes (but will not damage them). When used to pull allies, the cooldown is reduced by 50%."
977,42,16,Pulverize,0,Decreases Slam\'s cooldown by 2 seconds and it also slows enemies by 75% for 1 second.
978,42,16,Fishing Hook,0,Hook has an additional 40% range.
979,42,16,Shish Kabob,0,Hook can pull up to 2 targets.
980,42,16,Stoneskin,0,Activate to gain 30% of your maximum Health as a Shield for 5 seconds.
981,42,20,Regenerative Bile,0,"Putrid Bile lasts 2 seconds longer, grants an additional 10% Movement Speed and heals for 48.65% of the damage dealt."
982,42,20,Hungry Hungry Stitches,0,"While active, Gorge can be repeatedly recast until the first target is expelled. Increases Gorge damage by 40%."
983,42,20,Hardened Shield,0,Activate to reduce damage taken by 75% for 4 seconds.
984,42,20,Bolt of the Storm,0,Activate to teleport to a nearby location.
985,43,1,Overflowing Quiver,0,"When a nearby enemy Minion dies, a free Withering Fire is shot. This cannot hit Heroes and has a short cooldown."
986,43,1,Dreadful Wake,0,Increases the effect of Black Arrow on Minions and Mercenaries to 7 seconds. Restores 5 Mana per minion or mercenary hit.
987,43,1,Mercenary Queen,0,Friendly non-Boss Mercenaries near you deal 50% more damage.
988,43,4,Withering Barrage,0,Increase Withering Fire charges by 1. Charges can be fired 33% faster.
989,43,4,With the Wind,0,Increases Withering Fire\'s range by 25%.
990,43,4,Lost Soul,0,Reduce Shadow Dagger\'s cooldown by 1.25 seconds each time it spreads to a Hero.
991,43,7,Barbed Shot,0,"Withering Fire deals 200% bonus damage to Minions, Mercenaries, and Monsters."
992,43,7,Unstable Poison,0,"Minions and Mercenaries that die under the effects of Black Arrows explode, dealing 255 (121 + 4% per level) damage to nearby enemies. Does not damage Heroes or Structures."
993,43,7,Possession,0,Force an enemy Minion to fight for you. 3 charges. 8 second charge cooldown.
994,43,10,Wailing Arrow,0,Shoot an arrow that can be reactivated to deal 228 damage and Silencing enemies in an area making them unable to use Abilities for 2.5 seconds. The arrow detonates automatically when it reaches maximum range.
995,43,10,Mind Control,0,"After 1 second cast, take control of an emeny Hero\'s movement and prevent them for doing anything else. Channel last 2.5 seconds."
